segment_steps,correlation
10,0.5827080881901998
20,0.714033416175362
30,0.7665084945789186
40,0.7896920217503639
60,0.8027186842165757
80,0.7991089561392541
100,0.7899563049277978
120,0.7786051525024668
160,0.7552830432817335
200,0.7354595372834822
240,0.7158754788733747
300,0.6973680607951895
360,0.6826117836960812
420,0.675665992636442
480,0.6701541819986678
