segment_steps,correlation
2,0.5189817454561874
3,0.6054103710686106
4,0.6541716888135041
5,0.6887465707156918
6,0.710234212585784
8,0.7366757070531444
10,0.7545236188109442
12,0.754948523137945
16,0.759932217608635
20,0.757275180427661
24,0.7409813378076632
30,0.7292586259973672
36,0.7069388834849661
42,0.7109861041768015
48,0.6831993008365628
