segment_steps,correlation
10,0.5457642360894042
20,0.6801539802308144
30,0.7349045709816413
40,0.7611100270555844
60,0.7808912960550458
80,0.7840950523287628
100,0.7802481273065067
120,0.7733734640158795
160,0.7563307938964835
200,0.739757646487977
240,0.722779741649825
300,0.7061992426634206
360,0.691094238153749
420,0.683078380279661
480,0.6716405005751365
